name,height,weight,reach,stance,dob
Marcelo Golm,190.5,249.0,75.0,Orthodox,"Sep 15, 1992"
Denise Gomes,157.5,115.0,63.0,Orthodox,"Dec 30, 1999"
Sergio Gomez,167.6,155.0,,Orthodox,"Apr 29, 1982"
Frank Gomez,177.8,135.0,67.0,Orthodox,"Mar 31, 1986"
Alan Gomez,,155.0,,,
David Gomez,,155.0,,,"Aug 08, 1983"
Ulysses Gomez,167.6,125.0,,Orthodox,"May 25, 1983"
Joey Gomez,177.8,135.0,73.0,Orthodox,"Jul 21, 1986"
Luis Gomez,170.2,145.0,68.0,Orthodox,"Jan 28, 1995"
Edson Gomez,172.7,170.0,69.0,Switch,"Feb 23, 1991"
Silvana Gomez Juarez,160.0,115.0,65.0,Orthodox,"Dec 06, 1984"
Takanori Gomi,170.2,155.0,70.0,Southpaw,"Sep 22, 1978"
William Gomis,182.9,145.0,73.0,Southpaw,"Jun 13, 1997"
Akihiro Gono,170.2,170.0,68.0,Switch,"Oct 07, 1974"
Gabriel Gonzaga,188.0,242.0,76.0,Orthodox,"May 18, 1979"
Justin Gonzales,175.3,145.0,72.0,Orthodox,"Apr 28, 1991"
Fernando Gonzalez,175.3,170.0,68.0,Southpaw,"Sep 15, 1983"
Nick Gonzalez,167.6,155.0,,Orthodox,"Mar 03, 1981"
Fabian Gonzalez,177.8,135.0,,,
Lewis Gonzalez,177.8,170.0,,Orthodox,"Sep 19, 1987"
Jason Gonzalez,188.0,155.0,74.0,Southpaw,"Feb 28, 1990"
Pearl Gonzalez,162.6,115.0,,Orthodox,"Aug 12, 1986"
Jorge Gonzalez,188.0,205.0,76.0,Orthodox,"Feb 29, 1984"
Mikey Gonzalez,180.3,155.0,74.0,Orthodox,"Aug 13, 1985"
Erick Gonzalez,180.3,155.0,75.0,Orthodox,"Jan 20, 1992"
Jennifer Gonzalez,157.5,125.0,,,"Mar 22, 1986"
Kier Gooch,,155.0,,,"Apr 21, 1986"
Lyman Good,182.9,170.0,74.0,Orthodox,"May 26, 1985"
Jared Gooden,182.9,170.0,77.0,Orthodox,"Dec 05, 1993"
Gary Goodridge,190.5,249.0,,Orthodox,"Jan 17, 1966"
Jordan Goodwin,,155.0,,,
Gerard Gordeau,195.6,216.0,,Orthodox,"Mar 30, 1959"
Eddie Gordon,182.9,185.0,76.0,Orthodox,"Jul 22, 1983"
Jared Gordon,175.3,155.0,68.0,Orthodox,"Sep 06, 1988"
Tebaris Gordon,185.4,265.0,,Orthodox,"Jul 19, 1988"
Malcolm Gordon,170.2,125.0,71.0,Switch,"May 19, 1990"
Tresean Gore,182.9,185.0,75.0,Switch,"Jun 21, 1994"
Alex Gorgees,188.0,155.0,74.0,Switch,"Aug 11, 1995"
Themba Gorimbo,185.4,170.0,77.0,Orthodox,"Jan 23, 1991"
Tim Gorman,165.1,135.0,,Southpaw,"Apr 29, 1983"
Chase Gormley,190.5,265.0,,Orthodox,"Aug 11, 1983"
Jonathan Goulet,182.9,170.0,73.0,Orthodox,"Jul 13, 1979"
Thibault Gouti,177.8,155.0,72.0,Orthodox,"Feb 27, 1987"
Wilson Gouveia,185.4,185.0,76.0,Orthodox,"Oct 03, 1978"
Todd Gouwenberg,185.4,205.0,,Orthodox,"Sep 25, 1974"
Hugo Govea,,,,,
Justin Governale,,145.0,,,
Damian Grabowski,185.4,241.0,75.0,Orthodox,"May 12, 1980"
Patryk Grabowski,,205.0,,,"Nov 12, 1995"
Royce Gracie,185.4,175.0,,Southpaw,"Dec 12, 1966"
Crosley Gracie,175.3,190.0,,Orthodox,"Jul 18, 1979"
Daniel Gracie,188.0,225.0,,Orthodox,"Jun 28, 1972"
Ralph Gracie,175.3,183.0,,Orthodox,"May 25, 1971"
Renzo Gracie,177.8,185.0,,Orthodox,"Mar 11, 1967"
Rickson Gracie,177.8,185.0,,Switch,"Nov 20, 1958"
Rodrigo Gracie,182.9,183.0,,Orthodox,"Apr 11, 1975"
Royler Gracie,172.7,150.0,,Southpaw,"Dec 06, 1965"
Ryan Gracie,175.3,200.0,,Orthodox,"Aug 14, 1974"
Ralek Gracie,188.0,210.0,,Orthodox,"Oct 04, 1985"
Rolles Gracie,193.0,242.0,,Orthodox,"Jul 14, 1978"
Cesar Gracie,177.8,181.0,,Orthodox,
Roger Gracie,193.0,185.0,79.0,Orthodox,"Sep 26, 1981"
Igor Gracie,180.3,170.0,,,"Feb 04, 1980"
Neiman Gracie,182.9,170.0,,,
Kron Gracie,175.3,145.0,70.0,Southpaw,"Jul 11, 1988"
Bogdan Grad,172.7,145.0,70.0,Orthodox,"Sep 28, 1995"
Steven Graham,185.4,290.0,,Orthodox,
Scott Graham,193.0,185.0,,Orthodox,
Miranda Granger,170.2,115.0,68.0,Orthodox,"Apr 13, 1992"
TJ Grant,177.8,155.0,72.0,Orthodox,"Feb 26, 1984"
Davey Grant,172.7,135.0,69.0,Orthodox,"Dec 18, 1985"
Dwight Grant,185.4,185.0,76.0,Switch,"Sep 14, 1984"
Alexa Grasso,165.1,125.0,66.0,Orthodox,"Aug 09, 1993"
Tony Gravely,165.1,135.0,69.0,Orthodox,"Sep 28, 1991"
Michael Graves,177.8,170.0,71.0,Orthodox,"Jan 08, 1991"
Shelton Graves,188.0,255.0,76.0,Southpaw,"Oct 23, 1985"
James Gray,175.3,135.0,,Orthodox,"Oct 25, 1987"
Kevin Gray,162.6,125.0,67.0,Orthodox,"May 03, 1985"
Sam Greco,188.0,205.0,,Orthodox,"May 03, 1967"
King Green,177.8,155.0,71.0,Orthodox,"Sep 09, 1986"
Desmond Green,177.8,155.0,73.0,Southpaw,"Oct 11, 1989"
Gabe Green,177.8,155.0,73.0,Switch,"May 02, 1993"
Maurice Greene,200.7,258.0,80.0,Orthodox,"Jul 05, 1986"
Matt Grice,172.7,145.0,70.0,Orthodox,"Jul 29, 1981"
Forrest Griffin,190.5,205.0,77.0,Orthodox,"Mar 16, 1979"
Tyson Griffin,167.6,145.0,68.0,Orthodox,"Apr 20, 1984"
Max Griffin,180.3,170.0,76.0,Orthodox,"Nov 29, 1985"
Jordan Griffin,177.8,145.0,73.0,Southpaw,"Feb 28, 1990"
Chad Griggs,185.4,205.0,73.0,Orthodox,"May 15, 1978"
Charalampos Grigoriou,170.2,135.0,67.0,Orthodox,"Mar 31, 1992"
Chuck Grigsby,198.1,205.0,,Orthodox,"Aug 15, 1972"
Rodrigo Gripp de Sousa,180.3,205.0,,Orthodox,
Maxim Grishin,190.5,205.0,78.0,Orthodox,"May 02, 1984"
Josh Grispi,180.3,145.0,74.0,Orthodox,"Oct 14, 1988"
Garrett Gross,175.3,155.0,,Orthodox,"Aug 08, 1988"
Kendall Grove,198.1,185.0,79.0,Orthodox,"Nov 12, 1982"
Neil Grove,198.1,265.0,,Orthodox,"Jan 18, 1971"
Chris Gruetzemacher,172.7,155.0,68.0,Orthodox,"Jun 16, 1986"
Vik Grujic,180.3,170.0,73.0,Orthodox,"Feb 06, 1977"
Mike Grundy,170.2,145.0,72.0,Orthodox,"Jan 03, 1987"
Wang Guan,175.3,145.0,71.0,Orthodox,"Mar 14, 1986"
Anthony Guarascio,188.0,233.0,72.0,Orthodox,"Feb 26, 1994"
Nandor Guelmino,190.5,230.0,,,"Dec 20, 1975"
Fabricio Guerreiro,177.8,145.0,,,"Jul 24, 1990"
Rainn Guerrero,167.6,125.0,65.0,Orthodox,"May 13, 1992"
Shannon Gugerty,177.8,155.0,71.0,Orthodox,"Dec 30, 1981"
Clay Guida,170.2,155.0,70.0,Orthodox,"Dec 08, 1981"
Jason Guida,177.8,214.0,,,"Aug 04, 1977"
Melvin Guillard,175.3,155.0,71.0,Orthodox,"Mar 30, 1983"
Chris Guillen,182.9,240.0,,Orthodox,"Dec 09, 1972"
Marcelo Guimaraes,182.9,185.0,73.0,Orthodox,"Jun 25, 1983"
Leonardo Guimaraes,182.9,185.0,,Orthodox,"Apr 15, 1982"
Brad Gumm,180.3,170.0,,Orthodox,
John Gunderson,175.3,155.0,69.0,Orthodox,"Jan 05, 1979"
John Gunther,175.3,155.0,72.0,Orthodox,"Nov 24, 1985"
Jorge Gurgel,170.2,155.0,69.0,Orthodox,"Jan 25, 1977"
Fabio Gurgel,182.9,205.0,,Orthodox,"Jan 18, 1970"
Luis Gurule,165.1,125.0,64.0,Orthodox,"Nov 16, 1993"
Bogdan Guskov,190.5,205.0,76.0,Orthodox,"Sep 12, 1992"
Gugun Gusman,170.2,135.0,68.0,Orthodox,"Mar 03, 1990"
Andre Gusmao,182.9,205.0,,Orthodox,"May 19, 1977"
Alexander Gustafsson,195.6,205.0,79.0,Orthodox,"Jan 15, 1987"
Andreas Gustafsson,185.4,170.0,73.0,Orthodox,"Feb 20, 1991"
Justin Guthrie,185.4,170.0,,,"Jan 19, 1981"
Horacio Gutierrez,177.8,145.0,,,"Sep 15, 1990"
Chris Gutierrez,175.3,135.0,67.0,Orthodox,"Apr 22, 1991"
Mando Gutierrez,167.6,135.0,70.0,Southpaw,"Feb 24, 1997"
Mike Guymon,182.9,170.0,74.0,Orthodox,"Sep 17, 1974"
Chelsea Hackett,162.6,125.0,66.0,Switch,"Aug 16, 1998"
Keith Hackney,180.3,200.0,,Sideways,"Apr 15, 1958"
Cody Haddon,170.2,135.0,69.0,Orthodox,"Sep 08, 1998"
Jake Hadley,170.2,135.0,70.0,Southpaw,"Aug 03, 1996"
Steve Hadsel,172.7,170.0,,,
Damir Hadzovic,175.3,155.0,70.0,Orthodox,"Aug 08, 1986"
Bassil Hafez,180.3,170.0,72.0,Orthodox,"Jan 31, 1992"
Tim Hague,193.0,260.0,76.0,Orthodox,"May 09, 1983"
Theo Haig,188.0,185.0,77.0,Orthodox,"Aug 23, 1996"
Yazan Hajeh,175.3,145.0,,Orthodox,"Sep 04, 1992"
Stoney Hale,182.9,,,,"Oct 18, 1979"
Kevin Haley,188.0,205.0,,,
Mark Hall,182.9,190.0,,Orthodox,"Jan 26, 1961"
Uriah Hall,182.9,185.0,79.0,Orthodox,"Jul 31, 1984"
Ryan Hall,177.8,145.0,70.0,Southpaw,"Feb 22, 1985"
Dennis Hallman,175.3,155.0,72.0,Orthodox,"Dec 02, 1975"
Piotr Hallmann,175.3,155.0,71.0,Orthodox,"Aug 25, 1987"
Tony Halme,190.5,300.0,,Orthodox,"Jan 06, 1963"
Brandon Halsey,182.9,185.0,,,"Sep 16, 1986"
John Halverson,175.3,155.0,,Southpaw,"Sep 08, 1972"
Seo Hee Ham,157.5,115.0,62.0,Southpaw,"Mar 08, 1987"
Frank Hamaker,,,,,
Kazuhiro Hamanaka,182.9,185.0,,Southpaw,"Oct 24, 1978"
Rami Hamed,185.4,170.0,71.0,Orthodox,"Apr 25, 1991"
Matt Hamill,185.4,205.0,76.0,Orthodox,"Oct 05, 1976"
Jeremy Hamilton,,185.0,,,"Nov 14, 1984"
Anthony Hamilton,195.6,260.0,76.0,Orthodox,"Apr 14, 1980"
CJ Hamilton,170.2,125.0,68.0,Switch,"Oct 07, 1986"
Jared Hamman,190.5,185.0,75.0,Orthodox,"Mar 07, 1982"
James Hammortree,190.5,185.0,,Orthodox,"Nov 29, 1983"
Dean Hancock,,155.0,,,
Chad Hanekom,193.0,185.0,74.0,Orthodox,"Apr 20, 1990"
Joachim Hansen,170.2,150.0,,Southpaw,"May 26, 1979"
Kay Hansen,157.5,115.0,63.0,Orthodox,"Aug 14, 1999"
Nasrat Haqparast,177.8,155.0,72.0,Southpaw,"Aug 22, 1995"
Shin Haraguchi,165.1,145.0,68.0,Switch,"Nov 27, 1998"
Janay Harding,,135.0,,,
Antoni Hardonk,193.0,245.0,78.0,Orthodox,"Feb 05, 1976"
George Hardwick,177.8,155.0,72.0,Orthodox,"Dec 06, 1996"
Harry Hardwick,172.7,145.0,71.0,Switch,"Sep 29, 1994"
Dan Hardy,182.9,170.0,74.0,Orthodox,"May 17, 1982"
Veronica Hardy,162.6,125.0,64.0,Southpaw,"Oct 30, 1995"
Greg Hardy,195.6,265.0,80.0,Orthodox,"Jul 28, 1988"
Tobias Harila,,,,,"Jan 13, 1994"
Baru Harn,,265.0,,,"Oct 24, 1977"
Scott Harper,182.9,185.0,,Orthodox,"Apr 14, 1972"
Josiah Harrell,170.2,170.0,68.0,Southpaw,"Nov 13, 1998"
Gerry Harris,203.2,270.0,,Orthodox,
Gerald Harris,180.3,185.0,77.0,Southpaw,"Nov 19, 1979"
Phil Harris,162.6,125.0,65.0,Orthodox,"Sep 04, 1983"
Walt Harris,195.6,250.0,77.0,Southpaw,"Jun 10, 1983"
Dhafir Harris,,257.0,,,"Aug 04, 1977"
Trevor Harris,167.6,145.0,,,
Carlston Harris,182.9,170.0,76.0,Orthodox,"Jul 09, 1987"
Kayla Harrison,172.7,135.0,66.0,Southpaw,"Jul 02, 1990"
Collin Hart,185.4,185.0,,Orthodox,"Oct 12, 1989"
Joey Hart,190.5,170.0,79.0,Orthodox,"Jun 24, 1997"
Dale Hartt,177.8,155.0,69.0,Orthodox,"Apr 04, 1979"
Luke Hartwig,,,,,
Clay Harvison,185.4,170.0,74.0,Orthodox,"Sep 25, 1980"
Hidehiko Hasegawa,175.3,170.0,,,"Jul 13, 1978"
Chris Haseman,180.3,205.0,,Orthodox,"Jun 02, 1969"
Takayo Hashi,162.6,135.0,,Orthodox,"Oct 02, 1977"
Tomohiko Hashimoto,182.9,250.0,,Orthodox,"Aug 16, 1977"
Justin Haskins,177.8,170.0,,Orthodox,"Aug 30, 1979"
Hayder Hassan,177.8,170.0,,,"Oct 20, 1982"
Ahmad Hassanzada,185.4,155.0,75.0,Orthodox,"Nov 20, 1996"
Daiki Hata,167.6,139.0,,Orthodox,"Aug 24, 1982"
John Hathaway,185.4,170.0,75.0,Orthodox,"Jul 23, 1987"
Phil Hawes,182.9,185.0,77.0,Orthodox,"Jan 08, 1989"
Justin Hawes,180.3,205.0,,,"Jan 13, 1979"
Chris Hawk,185.4,205.0,,,"Dec 20, 1985"
Del Hawkins,165.1,135.0,,Orthodox,
Tommy Hayden,175.3,145.0,,Southpaw,"Mar 11, 1986"
Mike Hayes,193.0,230.0,,Orthodox,"Oct 16, 1980"
Ryan Hayes,,,,,
Gerric Hayes,177.8,,,,"Oct 29, 1980"
Josh Haynes,175.3,170.0,,Orthodox,"Jul 30, 1977"
Dustin Hazelett,185.4,170.0,76.0,Orthodox,"Apr 29, 1986"
James Head,185.4,170.0,73.0,Orthodox,"Feb 09, 1984"
Pat Healy,182.9,155.0,72.0,Orthodox,"Jul 20, 1983"
Ryan Healy,185.4,155.0,,Orthodox,"Jul 20, 1983"
Spencer Hearns,180.3,185.0,,,
David Heath,180.3,205.0,72.0,Orthodox,"Feb 10, 1976"
Chris Heatherly,175.3,155.0,,Orthodox,"Nov 24, 1987"
Jake Hecht,182.9,170.0,73.0,Orthodox,"Feb 09, 1984"
Donavon Hedrick,180.3,185.0,76.0,Orthodox,"Mar 21, 1997"
Nick Hein,167.6,155.0,66.0,Southpaw,"Apr 24, 1984"
Ian Heinisch,180.3,185.0,72.0,Orthodox,"Aug 05, 1988"
Marcin Held,175.3,155.0,71.0,Orthodox,"Jan 18, 1992"
Delson Heleno,180.3,185.0,,Orthodox,"Nov 16, 1977"
Matt Helm,,155.0,,,
Elisha Helsper,167.6,135.0,,Orthodox,"Feb 06, 1983"
Dan Henderson,180.3,185.0,74.0,Orthodox,"Aug 24, 1970"
Benson Henderson,175.3,170.0,70.0,Southpaw,"Nov 16, 1983"
Ron Henderson,177.8,125.0,,,
Josh Hendricks,188.0,235.0,,Southpaw,"Aug 28, 1976"
Johny Hendricks,175.3,185.0,69.0,Southpaw,"Sep 12, 1983"
Cory Hendricks,190.5,205.0,,Switch,"May 10, 1988"
Luis Henrique,188.0,243.0,74.0,Orthodox,"Aug 21, 1993"
Jose Henrique,190.5,170.0,79.0,Orthodox,"May 23, 2002"
Paulo Henrique,170.2,125.0,69.0,,"Jul 03, 2002"
Diego Henrique da Silva,188.0,185.0,,Orthodox,"Aug 22, 1986"
Danny Henry,182.9,145.0,73.0,Orthodox,"Jul 17, 1988"
Victor Henry,170.2,135.0,68.0,Switch,"May 04, 1987"
TJ Hepburn,170.2,155.0,,,
Jai Herbert,185.4,155.0,77.0,Orthodox,"May 13, 1988"
Ed Herman,185.4,205.0,77.0,Orthodox,"Oct 02, 1980"
Dave Herman,193.0,242.0,77.0,Orthodox,"Oct 03, 1984"
Jack Hermansson,185.4,170.0,77.0,Orthodox,"Jun 10, 1988"
Noe Hernandez,,,,Orthodox,
Joe Hernandez,,,,,
Ramiro Hernandez,175.3,135.0,,Orthodox,"Jul 22, 1986"
Alexander Hernandez,175.3,155.0,72.0,Orthodox,"Oct 01, 1992"
Anthony Hernandez,182.9,185.0,75.0,Orthodox,"Oct 18, 1993"
Nohelin Hernandez,177.8,135.0,71.0,Orthodox,"Mar 01, 1994"
Carlos Hernandez,172.7,125.0,67.0,Orthodox,"Oct 25, 1993"
Leslie Hernandez,160.0,115.0,64.0,Orthodox,"Dec 29, 1997"
Paul Herrera,177.8,185.0,,Orthodox,"Feb 21, 1964"
Chris Herrera,177.8,185.0,,,
Geane Herrera,165.1,125.0,66.0,Orthodox,"May 27, 1990"
Alvaro Herrera Mendoza,182.9,155.0,74.0,Orthodox,"May 14, 1990"
Felice Herrig,162.6,115.0,65.0,Orthodox,"Sep 18, 1984"
Heath Herring,193.0,250.0,78.0,Orthodox,"Mar 02, 1978"
Jon Hess,200.7,295.0,,,
Clint Hester,188.0,205.0,77.0,Orthodox,"Nov 21, 1986"
Brandon Hester,185.4,205.0,,,
Jimy Hettes,175.3,145.0,71.0,Southpaw,"Jun 09, 1987"
Conor Heun,177.8,155.0,,Orthodox,"Feb 11, 1979"
Marcus Hicks,167.6,155.0,64.0,Southpaw,"Nov 25, 1975"
Jay Hieron,182.9,170.0,75.0,Orthodox,"Jul 29, 1976"
Brady Hiestand,172.7,135.0,71.0,Orthodox,"Apr 30, 1999"
Lee Higgins,,155.0,,,"Jul 14, 1980"
Jason High,172.7,155.0,73.0,Southpaw,"Oct 12, 1981"
Richie Hightower,172.7,170.0,,Orthodox,"Nov 26, 1974"
Alex Higley,177.8,145.0,,,
Corey Hill,193.0,155.0,80.0,Orthodox,"Oct 03, 1978"
Isaiah Hill,177.8,155.0,,,
Angela Hill,160.0,115.0,64.0,Orthodox,"Jan 12, 1985"
Tyler Hill,190.5,170.0,,Switch,"Aug 10, 1991"
Jamahal Hill,193.0,205.0,79.0,Southpaw,"May 19, 1991"
Kailan Hill,185.4,185.0,77.0,Southpaw,"Dec 01, 1994"
Alvin Hines,188.0,265.0,74.0,Orthodox,"Oct 20, 1991"
Branden Lee Hinkle,190.5,235.0,,Orthodox,"Jul 29, 1973"
Hatsu Hioki,180.3,145.0,73.0,Orthodox,"Jul 18, 1983"
Alan Hiro,165.1,135.0,,Orthodox,"Apr 04, 1986"
Kuniyoshi Hironaka,177.8,168.0,70.0,Orthodox,"Jun 17, 1976"
Mizuto Hirota,170.2,155.0,67.0,Orthodox,"May 05, 1981"
Yuji Hisamatsu,177.8,185.0,,,"Sep 18, 1971"
An Tuan Ho,167.6,125.0,66.0,Switch,"Sep 27, 2000"
Kwan Ho Kwak,165.1,135.0,,Switch,"Jun 18, 1989"
Matt Hobar,177.8,135.0,70.0,Southpaw,"Jan 07, 1987"
Bobby Hoffman,188.0,245.0,,Orthodox,"Oct 28, 1968"
Chris Hofmann,182.9,170.0,72.0,Orthodox,"Nov 18, 1989"
Sam Hoger,188.0,205.0,,Orthodox,"Jun 28, 1980"
Josh Hokit,185.4,236.0,73.0,Orthodox,"Nov 12, 1997"
Andrew Holbrook,180.3,155.0,70.0,Southpaw,"Feb 06, 1986"
Sean Holden,177.8,170.0,,,"Sep 17, 1984"
Chris Holdsworth,180.3,135.0,,,"Oct 24, 1987"
Kevin Holland,190.5,170.0,81.0,Orthodox,"Nov 05, 1992"
Roger Hollett,180.3,205.0,,Orthodox,"Oct 08, 1978"
Max Holloway,180.3,155.0,69.0,Orthodox,"Dec 04, 1991"
Gabrielle Holloway,160.0,145.0,,,"Apr 15, 1990"
Jeremie Holloway,182.9,170.0,,,"Sep 29, 1984"
Holly Holm,172.7,135.0,69.0,Southpaw,"Oct 17, 1981"
Rex Holman,190.5,205.0,,Southpaw,
Joseph Holmes,193.0,185.0,80.0,Orthodox,"Jul 04, 1995"
Brandon Holmes,188.0,185.0,74.0,Orthodox,"Feb 05, 1997"
Kurt Holobaugh,180.3,155.0,70.0,Orthodox,"Sep 08, 1986"
Paddy Holohan,177.8,125.0,69.0,Orthodox,"May 03, 1988"
Ben Holscher,180.3,155.0,,,
Mark Holst,182.9,155.0,,Orthodox,"Aug 14, 1985"
Scott Holtzman,175.3,155.0,69.0,Orthodox,"Sep 30, 1983"
Sabah Homasi,182.9,170.0,72.0,Orthodox,"Oct 19, 1988"
Mark Hominick,172.7,145.0,68.0,Orthodox,"Jul 22, 1982"
Barb Honchak,162.6,125.0,65.0,Orthodox,"Aug 30, 1979"
Chris Honeycutt,177.8,170.0,73.0,,"Jul 25, 1988"
JunYoung Hong,175.3,145.0,69.0,Orthodox,"Dec 18, 1990"
SeongChan Hong,170.2,155.0,69.0,Orthodox,"Nov 28, 1989"
Satoshi Honma,185.4,205.0,,Orthodox,"May 19, 1968"
David Hood,182.9,200.0,,,
Lorenzo Hood,190.5,265.0,80.0,Southpaw,"Mar 02, 1989"
Dan Hooker,182.9,155.0,75.0,Switch,"Feb 13, 1990"
Chase Hooper,185.4,155.0,74.0,Southpaw,"Sep 13, 1999"
Darrell Horcher,177.8,155.0,70.0,Southpaw,"Jul 28, 1987"
Moti Horenstein,193.0,230.0,,Orthodox,"Mar 23, 1964"
Yoshinori Horie,172.7,145.0,70.0,Orthodox,"May 10, 1995"
Kyoji Horiguchi,162.6,125.0,63.0,Orthodox,"Oct 12, 1990"
Yuma Horiuchi,167.6,125.0,67.0,Switch,"Sep 22, 1997"
Jeremy Horn,185.4,185.0,74.0,Orthodox,"Aug 25, 1975"
Matt Horning,162.6,125.0,,,"Aug 18, 1976"
Chris Horodecki,175.3,155.0,69.0,Orthodox,"Sep 24, 1987"
Jamey-Lyn Horth,170.2,125.0,66.0,Orthodox,"Mar 30, 1990"
Matt Horwich,185.4,185.0,,Orthodox,"Oct 02, 1978"
John Hosman,177.8,135.0,,Southpaw,"Nov 13, 1980"
Saeed Hosseini,,,,,
Jeff Hougland,170.2,135.0,68.0,Orthodox,"Aug 02, 1978"
Trey Houston,180.3,185.0,,,"Jun 08, 1988"
Jamie Houston,,185.0,,,
Brian Houston,188.0,185.0,,Orthodox,"Apr 26, 1981"
Harold Howard,188.0,240.0,,Orthodox,
John Howard,170.2,170.0,72.0,Orthodox,"Mar 01, 1983"
Shane Howell,172.7,125.0,,Orthodox,"Nov 28, 1983"
Hu Yaozong,190.5,185.0,72.0,Orthodox,"Apr 07, 1995"
Carlos Huachin,162.6,135.0,67.0,Southpaw,"Jun 04, 1996"
Brady Huang,175.3,135.0,69.0,Orthodox,"Dec 16, 1992"
Yuele Huang,,145.0,,,"Jul 04, 2000"
Huang Feier,165.1,115.0,65.0,Orthodox,"Mar 12, 1994"
Austin Hubbard,177.8,155.0,71.0,Orthodox,"Dec 22, 1991"
Collin Huckbody,190.5,185.0,76.0,Orthodox,"Sep 29, 1994"
Alex Huddleston,200.7,254.0,,,"Aug 11, 1986"
Roger Huerta,175.3,155.0,70.0,Orthodox,"May 20, 1983"
Casey Huffman,190.5,185.0,,,
Matt Hughes,175.3,170.0,73.0,Switch,"Oct 13, 1973"
Mark Hughes,175.3,205.0,,Southpaw,"Oct 13, 1973"
Jeff Hughes,188.0,250.0,77.0,Orthodox,"May 17, 1988"
Sam Hughes,165.1,115.0,64.0,Orthodox,"Jun 28, 1992"
Victor Hugo,170.2,135.0,71.0,Orthodox,"Nov 22, 1992"
David Hulett,177.8,170.0,,,"Sep 07, 1980"
Dominik Humburger,,185.0,,,"Jan 03, 1996"
Bryan Humes,,265.0,,,
Abongo Humphrey,180.3,205.0,,Orthodox,"May 27, 1977"
Harry Hunsucker,188.0,205.0,75.0,Orthodox,"Jan 03, 1989"
Mark Hunt,177.8,265.0,72.0,Orthodox,"Mar 23, 1974"
Alex Hunter,175.3,226.0,,Orthodox,
Adam Hunter,185.4,185.0,,Orthodox,"Oct 16, 1983"
Joe Hurley,172.7,155.0,,,"Jun 24, 1978"
Solomon Hutcherson,180.3,185.0,,Southpaw,"Aug 31, 1972"
Young Hwang,175.3,135.0,,,"Sep 02, 1988"
In Su Hwang,180.3,185.0,74.0,Orthodox,"Jan 18, 1994"
Al Iaquinta,177.8,155.0,70.0,Orthodox,"Apr 30, 1987"
Khadis Ibragimov,190.5,205.0,78.0,Orthodox,"May 21, 1995"
Minoki Ichihara,170.2,178.0,,Orthodox,"Jun 30, 1968"
Alibi Idiris,167.6,125.0,68.0,Orthodox,"Oct 22, 1994"
Dan Ige,170.2,145.0,71.0,Orthodox,"Aug 06, 1991"
Valeri Ignatov,175.3,170.0,,Orthodox,
Sergey Ignatov,175.3,210.0,,Orthodox,"Oct 13, 1971"
Fabiano Iha,172.7,155.0,,Orthodox,"Jul 28, 1970"
Seichi Ikemoto,180.3,168.0,,Orthodox,"Aug 24, 1975"
Mikhail Iloukhine,175.3,205.0,,Orthodox,"Nov 21, 1966"
Zelim Imadaev,182.9,170.0,76.0,Orthodox,"Jan 25, 1995"
Yusuke Imamura,172.7,220.0,,Orthodox,"Aug 08, 1976"
Masakazu Imanari,162.6,139.0,,Southpaw,"Feb 10, 1976"
Nassourdine Imavov,190.5,185.0,75.0,Orthodox,"Mar 01, 1996"
Brad Imes,200.7,265.0,,Orthodox,"Mar 13, 1977"
Michael Imperato,170.2,135.0,66.0,Switch,"Sep 01, 1989"
Rui Imura,177.8,135.0,69.0,Southpaw,"Mar 24, 1999"
Chris Indich,177.8,170.0,,,"Apr 22, 1987"
Chris Inman,,,,,
Guto Inocente,190.5,205.0,,Orthodox,"May 29, 1986"
Enson Inoue,177.8,210.0,,Orthodox,"Apr 15, 1967"
Egan Inoue,175.3,190.0,,Southpaw,"Jul 04, 1965"
Katsuya Inoue,175.3,168.0,,Southpaw,"Aug 10, 1979"
Takeshi Inoue,172.7,145.0,,,"Mar 18, 1980"
Naoki Inoue,175.3,125.0,71.0,Orthodox,"Jun 14, 1997"
Jorge Interiano,185.4,205.0,,,
Jason Ireland,175.3,161.0,,Southpaw,"Dec 30, 1979"
James Irvin,188.0,205.0,75.0,Orthodox,"Sep 12, 1978"
Eric Irvin,172.7,155.0,,,"Jan 10, 1986"
Issa Isakov,175.3,155.0,70.0,Orthodox,"Oct 22, 1989"
Mitsuhiro Ishida,167.6,154.0,,Southpaw,"Dec 29, 1978"
Teruto Ishihara,170.2,135.0,69.0,Southpaw,"Jul 23, 1991"
Satoshi Ishii,180.3,240.0,,Orthodox,"Dec 19, 1986"
Yuki Ishikawa,180.3,205.0,,Orthodox,"Feb 08, 1967"
Eiji Ishikawa,177.8,170.0,,,"Oct 12, 1979"
Tokimitsu Ishizawa,182.9,185.0,,Orthodox,"Aug 05, 1968"
Damir Ismagulov,177.8,155.0,74.0,Orthodox,"Feb 03, 1991"
Wallid Ismail,170.2,205.0,,Orthodox,"Feb 23, 1968"
Leandro Issa,170.2,135.0,69.0,Orthodox,"Sep 19, 1983"
Kuya Ito,165.1,135.0,66.0,Orthodox,"Oct 07, 1996"
Blagoy Ivanov,180.3,250.0,73.0,Southpaw,"Oct 09, 1986"
Anthony Ivy,188.0,185.0,74.0,Orthodox,"Jan 23, 1990"
Tomomi Iwama,160.0,155.0,,Orthodox,"Feb 07, 1977"
Tatsuya Iwasaki,175.3,205.0,,Orthodox,"Jun 20, 1969"
